,RANK_2025,RANK_2024,Institution_Name,Location,Region,SIZE,FOCUS,RES.,STATUS,Academic_Reputation_Score,Academic_Reputation_Rank,Employer_Reputation_Score,Employer_Reputation_Rank,Faculty_Student_Score,Faculty_Student_Rank,Citations_per_Faculty_Score,Citations_per_Faculty_Rank,International_Faculty_Score,International_Faculty_Rank,International_Students_Score,International_Students_Rank,International_Research_Network_Score,International_Research_Network_Rank,Employment_Outcomes_Score,Employment_Outcomes_Rank,Sustainability_Score,Sustainability_Rank,Overall_Score
123,123.0,145.0,Sungkyunkwan University(SKKU),South Korea,Asia,L,FC,VH,B,57.9,134,70.7,100,80.5,131,41.3,338,17.5,632.0,41.7,341.0,54.2,701.0,36.5,348,79.1,161.0,55.5
124,125.0,116.0,University of Southern California,United States,Americas,XL,FC,VH,B,50.4,160,54.5,156,17.3,701,58.0,211,26.0,523.0,74.1,192.0,85.8,235.0,92.6,66,97.7,24.0,55.2
125,126.0,120.0,Humboldt-Universität zu Berlin,Germany,Europe,XL,FC,VH,A,89.2,46,69.9,102,7.4,701,27.0,476,69.1,288.0,35.1,391.0,93.1,114.0,19.0,580,19.9,535.0,55.0
126,126.0,171.0,University College Dublin,Ireland,Europe,L,FC,VH,A,51.4,158,43.5,210,16.6,701,46.4,298,99.1,105.0,74.8,188.0,87.2,212.0,89.8,77,95.6,50.0,55.0
127,128.0,118.0,Stockholm University,Sweden,Europe,L,CO,VH,A,52.5,155,21.0,436,26.7,563,64.5,174,80.7,235.0,89.8,122.0,95.7,65.0,86.6,94,58.7,273.0,54.8
128,129.0,110.0,Newcastle University,United Kingdom,Europe,L,FC,VH,A,50.0,164,59.3,137,39.2,399,38.7,362,89.5,193.0,68.6,217.0,97.1,42.0,31.3,403,97.1,30.0,54.5
129,130.0,118.0,"University of California, Davis",United States,Americas,XL,FC,VH,A,63.0,109,48.0,191,23.5,617,52.5,246,72.7,275.0,51.3,286.0,90.6,163.0,22.8,501,76.1,178.0,54.4
130,131.0,124.0,University of Basel,Switzerland,Europe,M,FC,VH,A,26.6,331,13.5,601,61.4,232,94.5,53,100.0,44.0,85.8,147.0,89.4,176.0,69.9,160,44.6,343.0,54.3
131,132.0,134.0,Sapienza University of Rome,Italy,Europe,XL,FC,VH,A,80.7,70,48.5,189,5.0,701,45.3,305,3.1,701.0,8.0,701.0,97.1,41.0,88.0,87,72.3,205.0,54.2
132,133.0,154.0,Alma Mater Studiorum - University of Bologna,Italy,Europe,XL,FC,VH,A,80.8,69,47.8,194,3.7,701,46.6,296,14.5,672.0,12.3,672.0,96.0,56.0,53.8,232,88.4,108.0,54.1
133,133.0,130.0,Macquarie University,Australia,Oceania,L,FC,VH,A,33.4,262,39.2,241,9.1,701,79.6,111,99.9,88.0,91.6,112.0,90.9,157.0,54.1,231,95.0,57.0,54.1
134,133.0,137.0,University of Science and Technology of China,China (Mainland),Asia,L,CO,VH,A,50.0,162,23.7,402,94.7,63,97.7,38,11.6,701.0,5.1,701.0,75.7,393.0,31.9,395,11.9,622.0,54.1
135,136.0,124.0,Eindhoven University of Technology,Netherlands,Europe,M,FO,VH,A,28.7,306,72.1,96,35.7,442,79.3,114,100.0,75.0,82.7,164.0,70.8,472.0,24.2,468,29.8,445.0,54.0
136,137.0,130.0,University of Vienna,Austria,Europe,XL,FC,VH,A,70.9,89,40.4,235,23.2,619,13.0,667,100.0,70.0,92.0,109.0,96.0,57.0,89.7,78,60.9,265.0,53.9
137,138.0,159.0,Universiti Kebangsaan Malaysia (UKM),Malaysia,Asia,L,FC,VH,A,61.7,113,66.4,114,80.4,132,14.1,651,45.7,392.0,78.8,175.0,83.7,269.0,22.5,510,64.4,243.0,53.8
138,139.0,129.0,Chalmers University of Technology,Sweden,Europe,M,FO,VH,B,26.3,338,50.4,177,50.5,306,77.4,125,100.0,56.0,63.1,240.0,77.0,378.0,31.7,399,87.0,113.0,53.7
139,139.0,159.0,Universidad de Chile,Chile,Americas,XL,FC,VH,A,82.8,63,90.0,52,8.0,701,11.2,701,8.5,701.0,4.5,701.0,77.1,377.0,96.1,42,64.1,245.0,53.7
140,141.0,122.0,Lancaster University,United Kingdom,Europe,L,FC,VH,A,38.9,222,36.7,255,27.7,551,69.6,157,93.3,166.0,92.3,105.0,89.7,171.0,28.8,431,96.2,44.0,53.6
141,141.0,126.0,Leiden University,Netherlands,Europe,XL,FC,VH,A,68.4,95,32.9,288,21.3,649,54.5,234,85.0,220.0,51.7,284.0,95.2,72.0,48.8,263,25.5,488.0,53.6
142,141.0,145.0,Rice University,United States,Americas,M,CO,VH,B,39.1,220,27.3,350,62.5,222,87.9,83,77.5,247.0,94.1,99.0,62.2,602.0,29.5,421,20.6,529.0,53.6
143,144.0,143.0,Aarhus University,Denmark,Europe,L,FC,VH,A,54.7,144,27.6,349,30.8,509,63.8,177,89.8,192.0,11.9,682.0,96.1,54.0,69.5,162,76.4,176.0,53.3
144,145.0,141.0,Nanjing University,China (Mainland),Asia,XL,FC,VH,A,57.1,135,32.5,290,35.6,443,93.0,63,61.9,317.0,7.6,701.0,67.1,520.0,29.0,430,16.5,567.0,53.0
145,146.0,137.0,Universiti Sains Malaysia (USM),Malaysia,Asia,L,FC,VH,A,63.3,106,69.7,103,46.4,331,19.6,560,24.3,545.0,96.4,87.0,87.8,200.0,20.1,561,71.2,214.0,52.7
146,147.0,154.0,Technische Universität Berlin (TU Berlin),Germany,Europe,L,CO,VH,A,55.3,142,74.3,88,58.0,252,22.1,530,63.2,311.0,74.8,187.0,86.1,232.0,37.7,341,35.4,400.0,52.5
147,148.0,158.0,Universiti Putra Malaysia (UPM),Malaysia,Asia,L,FC,VH,A,61.0,118,61.9,131,58.8,250,25.7,490,36.1,441.0,92.0,108.0,80.5,314.0,17.5,607,53.5,295.0,52.3
148,149.0,143.0,King Abdulaziz University (KAU),Saudi Arabia,Asia,XL,FC,VH,A,59.8,125,61.4,133,41.6,374,34.4,387,89.3,195.0,9.5,701.0,93.1,118.0,35.9,353,58.4,275.0,52.2
149,150.0,197.0,Indian Institute of Technology Delhi (IITD),India,Asia,M,FO,VH,A,54.1,147,80.9,73,17.3,701,77.4,126,3.1,701.0,1.5,701.0,63.3,582.0,35.1,361,32.7,424.0,52.1
150,150.0,148.0,University of Bath,United Kingdom,Europe,L,CO,VH,A,35.8,245,67.9,109,18.3,701,52.0,250,94.3,159.0,80.0,171.0,84.2,259.0,35.2,360,90.4,92.0,52.1
151,152.0,136.0,Michigan State University,United States,Americas,XL,FC,VH,A,59.5,127,48.6,188,11.4,701,50.3,259,54.5,344.0,12.4,668.0,97.5,32.0,57.1,211,96.3,41.0,51.9
152,152.0,176.0,Nagoya University,Japan,Asia,L,FC,VH,A,63.2,108,65.8,117,84.7,107,25.4,494,14.5,671.0,19.6,550.0,64.8,559.0,21.5,533,75.0,186.0,51.9
153,154.0,134.0,Texas A&M University,United States,Americas,XL,FC,VH,A,61.2,116,66.0,115,4.4,701,64.3,176,21.9,569.0,12.1,678.0,92.6,125.0,44.4,287,39.5,371.0,51.8
154,155.0,128.0,University of Geneva,Switzerland,Europe,L,FC,VH,A,45.5,183,17.2,499,40.4,387,62.4,189,100.0,51.0,97.6,74.0,94.2,93.0,49.5,258,42.3,355.0,51.6
155,155.0,132.0,"University of North Carolina, Chapel Hill",United States,Americas,XL,FC,VH,A,61.4,114,36.5,258,72.9,179,47.2,288,23.5,555.0,11.1,696.0,91.6,147.0,55.2,225,44.6,343.0,51.6
156,155.0,151.0,Wageningen University & Research,Netherlands,Europe,L,CO,VH,A,42.1,204,23.8,401,98.6,43,41.3,336,59.4,328.0,81.2,169.0,97.9,27.0,21.1,542,92.3,75.0,51.6
157,158.0,176.0,Erasmus University Rotterdam ,Netherlands,Europe,L,FO,VH,A,37.0,233,58.2,139,18.1,701,63.3,182,76.0,256.0,70.0,211.0,85.4,240.0,89.3,80,28.7,455.0,51.5
158,159.0,141.0,Université de Montréal ,Canada,Americas,XL,FC,VH,A,55.5,140,32.8,289,76.0,160,19.3,566,87.6,205.0,54.1,273.0,84.9,247.0,54.2,229,91.4,81.0,51.3
159,159.0,139.0,University of Groningen,Netherlands,Europe,XL,FC,VH,A,52.3,156,34.4,275,49.3,318,41.2,339,93.2,168.0,83.5,161.0,94.1,97.0,40.0,319,40.1,368.0,51.3
160,161.0,126.0,University of Bern,Switzerland,Europe,M,FO,VH,A,29.7,298,16.1,530,45.9,338,99.3,22,100.0,48.0,38.0,370.0,93.8,103.0,30.7,410,52.1,305.0,51.2
161,162.0,164.0,Hanyang University,South Korea,Asia,L,FC,VH,B,43.0,199,78.0,81,77.1,153,28.5,458,17.4,636.0,57.6,257.0,63.0,584.0,43.3,295,85.8,121.0,51.1
162,163.0,230.0,Al-Farabi Kazakh National University,Kazakhstan,Asia,L,FC,HI,A,54.2,146,79.6,77,99.3,33,1.4,701,49.0,370.0,54.2,272.0,64.7,561.0,59.6,206,29.8,445.0,51.0
163,164.0,171.0,Complutense University of Madrid,Spain,Europe,XL,FC,VH,A,68.1,98,68.1,106,28.7,538,7.9,701,10.5,701.0,34.3,395.0,91.8,139.0,96.3,41,88.9,103.0,50.9
164,165.0,164.0,Universitat de Barcelona,Spain,Europe,XL,FC,VH,A,73.7,85,30.3,312,12.4,701,38.1,364,23.1,559.0,26.3,461.0,96.8,44.0,71.5,153,92.2,76.0,50.7
165,165.0,176.0,University of Liverpool,United Kingdom,Europe,L,FC,VH,A,46.1,176,39.4,239,37.8,422,36.6,373,88.3,203.0,85.4,150.0,97.2,38.0,36.3,351,95.6,50.0,50.7
166,167.0,164.0,Kyushu University,Japan,Asia,L,FC,VH,A,58.3,133,66.5,113,78.4,149,27.9,466,18.7,613.0,14.1,640.0,69.9,488.0,15.1,657,77.6,170.0,50.3
167,167.0,162.0,University of Wollongong,Australia,Oceania,L,FC,VH,A,29.5,300,24.5,393,17.0,701,94.6,52,91.8,178.0,56.3,265.0,89.0,185.0,18.3,596,93.9,62.0,50.3
168,169.0,159.0,Ghent University,Belgium,Europe,XL,FC,VH,A,53.2,150,24.8,384,78.5,148,21.5,538,79.7,241.0,21.4,522.0,99.5,9.0,72.9,145,98.3,21.0,50.1
169,169.0,153.0,The University of Exeter,United Kingdom,Europe,L,FC,VH,A,42.9,200,45.0,203,30.2,518,42.5,324,91.0,187.0,72.2,202.0,95.1,74.0,30.1,417,97.1,30.0,50.1
170,171.0,173.0,University of Cape Town,South Africa,Africa,L,FC,VH,A,45.2,185,51.8,170,13.8,701,46.8,294,56.5,335.0,19.2,563.0,97.3,36.0,95.8,46,95.6,50.0,50.0
171,172.0,169.0,University of Reading,United Kingdom,Europe,L,CO,VH,A,32.2,273,41.7,226,13.1,701,65.7,169,86.2,214.0,78.6,177.0,91.7,142.0,47.8,268,94.0,61.0,49.9
172,173.0,196.0,Hokkaido University,Japan,Asia,L,FC,VH,A,59.0,128,63.3,125,76.2,158,26.0,485,18.7,613.0,12.1,677.0,77.7,365.0,15.5,645,78.1,168.0,49.8
173,174.0,183.0,Curtin University,Australia,Oceania,L,CO,VH,A,33.1,266,27.7,348,15.7,701,84.7,95,100.0,49.0,24.3,485.0,94.2,96.0,31.0,405,90.7,89.0,49.3
174,175.0,149.0,Universitat Autònoma de Barcelona,Spain,Europe,XL,FC,VH,A,64.0,105,35.8,263,11.5,701,59.5,206,18.5,620.0,16.5,595.0,93.1,116.0,24.0,472,86.7,114.0,49.2
175,176.0,189.0,McMaster University,Canada,Americas,L,FC,VH,A,39.5,215,34.2,276,63.8,215,35.6,380,96.2,136.0,56.7,263.0,82.6,284.0,49.9,255,91.9,78.0,49.0
176,171.0,154.0,Washington University in St. Louis,United States,Americas,L,FC,VH,B,36.3,241,12.0,601,99.7,29,47.7,283,85.4,220.0,72.4,201.0,83.6,270.0,31.9,396,86.7,114.0,49.9
177,178.0,163.0,"University of California, Santa Barbara (UCSB)",United States,Americas,L,CO,VH,A,52.6,154,21.3,432,7.7,701,97.8,37,75.4,261.0,17.2,583.0,71.2,466.0,7.9,701,28.4,456.0,48.9
178,179.0,173.0,"The University of Newcastle, Australia (UON)",Australia,Oceania,L,FC,VH,A,28.3,312,24.5,392,28.7,537,91.7,70,99.9,89.0,24.2,487.0,82.0,289.0,14.8,670,92.4,74.0,48.7
179,179.0,198.0,Universidad de los Andes,Colombia,Americas,L,FC,HI,B,67.7,100,88.4,54,14.2,701,5.9,701,22.8,560.0,1.9,701.0,55.2,692.0,98.2,26,80.0,155.0,48.7
180,181.0,188.0,Universiti Teknologi Malaysia ,Malaysia,Asia,L,CO,VH,A,48.6,166,59.6,134,46.0,337,40.5,347,14.1,683.0,86.9,142.0,82.9,279.0,18.0,600,52.1,305.0,48.5
181,181.0,199.0,Waseda University,Japan,Asia,XL,CO,VH,B,60.7,122,96.1,30,23.5,616,3.8,701,27.9,507.0,28.0,445.0,66.4,533.0,83.7,106,56.1,282.0,48.5
182,183.0,310.0,Hamad Bin Khalifa University,Qatar,Asia,S,FO,VH,A,12.9,601,4.7,601,99.9,20,100.0,8,100.0,9.0,100.0,10.0,74.3,417.0,6.0,701,2.6,701.0,48.3
183,184.0,167.0,University of York,United Kingdom,Europe,L,FC,VH,A,42.9,201,30.1,313,43.0,364,40.1,353,87.8,204.0,75.6,184.0,92.5,128.0,23.5,480,97.4,29.0,48.2
184,185.0,184.0,Tecnológico de Monterrey,Mexico,Americas,XL,FC,HI,B,53.8,149,91.4,47,62.5,223,2.4,701,20.8,589.0,10.6,701.0,56.6,670.0,96.1,43,54.4,291.0,48.1
185,186.0,154.0,Cardiff University,United Kingdom,Europe,L,FC,VH,A,46.8,171,43.2,213,36.1,441,30.0,437,82.8,229.0,67.7,219.0,92.3,132.0,18.9,584,96.0,46.0,47.6
186,187.0,184.0,École Normale Supérieure de Lyon,France,Europe,S,CO,VH,A,29.8,296,16.3,522,97.0,49,93.5,59,59.0,329.0,11.7,684.0,70.3,482.0,14.0,694,6.6,701.0,47.5
187,188.0,214.0,Keio University,Japan,Asia,XL,FC,VH,B,53.0,151,91.6,46,57.2,257,5.1,701,9.4,701.0,10.2,701.0,57.5,658.0,91.4,69,59.0,271.0,47.4
188,189.0,203.0,University of Ottawa,Canada,Americas,XL,FC,VH,A,26.2,340,23.3,406,3.5,701,81.3,106,91.7,179.0,77.8,181.0,93.0,119.0,39.8,323,92.9,72.0,47.3
189,190.0,184.0,Technische Universität Wien,Austria,Europe,M,FO,VH,A,33.9,258,50.4,178,12.5,701,73.8,139,85.5,218.0,90.4,120.0,71.6,457.0,19.1,577,11.3,636.0,47.2
190,191.0,205.0,Universität Hamburg,Germany,Europe,L,FO,VH,A,50.7,159,35.7,264,16.5,701,54.7,233,40.2,418.0,20.4,532.0,93.4,109.0,42.8,300,90.6,91.0,47.1
191,192.0,216.0,Tongji University,China (Mainland),Asia,XL,FC,VH,A,31.8,276,16.9,508,29.1,533,96.9,44,54.5,345.0,26.5,457.0,72.9,442.0,24.0,473,81.4,147.0,46.9
192,193.0,209.0,Queen's University at Kingston,Canada,Americas,L,FC,VH,A,40.8,209,56.7,144,5.4,701,42.6,322,69.2,287.0,26.6,456.0,71.2,467.0,87.1,93,93.8,64.0,46.8
193,194.0,187.0,University of Gothenburg,Sweden,Europe,L,FC,VH,A,35.4,247,18.3,481,60.9,235,33.6,394,90.0,191.0,78.2,180.0,94.2,91.0,63.1,189,92.8,73.0,46.7
194,194.0,194.0,Wuhan University,China (Mainland),Asia,XL,FC,VH,A,39.2,218,40.5,233,14.0,701,91.9,69,39.2,423.0,4.9,701.0,78.2,356.0,46.5,275,22.2,513.0,46.7
195,196.0,166.0,Emory University,United States,Americas,L,FC,VH,B,25.2,349,19.0,469,93.8,70,78.4,120,52.2,355.0,33.9,399.0,85.6,237.0,22.8,502,37.0,391.0,46.6
196,197.0,233.0,Deakin University,Australia,Oceania,XL,FC,VH,A,31.3,282,23.9,400,4.6,701,73.6,140,96.4,135.0,63.8,236.0,82.7,280.0,36.8,347,93.7,66.0,46.4
197,198.0,199.0,Universidad Autónoma de Madrid,Spain,Europe,XL,FC,VH,A,61.0,119,64.3,123,29.1,534,21.0,546,7.7,701.0,10.4,701.0,92.0,136.0,43.1,297,79.6,156.0,46.3
198,198.0,182.0,University of Calgary,Canada,Americas,XL,FC,VH,A,37.9,227,44.5,207,18.1,701,40.3,350,77.7,246.0,66.2,225.0,85.2,243.0,53.3,236,93.3,68.0,46.3
199,200.0,179.0,Arizona State University,United States,Americas,XL,CO,VH,A,48.6,165,44.1,209,7.4,701,47.1,289,52.1,357.0,37.2,378.0,95.7,66.0,23.6,479,96.3,41.0,46.2
200,200.0,203.0,King Saud University,Saudi Arabia,Asia,XL,FC,VH,A,39.4,216,28.7,332,54.3,281,40.0,354,99.4,98.0,15.0,622.0,95.1,75.0,99.0,17,33.0,420.0,46.2
201,332.0,364.0,American University of Sharjah,United Arab Emirates,Asia,M,CO,VH,B,20.9,421,38.6,245,19.1,696,23.9,511,100.0,3.0,100.0,8.0,48.1,701.0,48.0,267,16.5,567.0,33.6
202,203.0,180.0,Université catholique de Louvain (UCLouvain),Belgium,Europe,L,FC,VH,B,48.4,168,25.9,367,4.6,701,55.0,230,91.0,186.0,47.6,306.0,89.9,169.0,76.4,135,27.1,471.0,46.0
203,203.0,195.0,University of Minnesota Twin Cities,United States,Americas,XL,FC,VH,A,56.8,137,33.1,284,32.4,486,41.9,327,7.7,701.0,8.7,701.0,91.7,145.0,52.5,241,96.5,37.0,46.0
204,205.0,192.0,Ecole des Ponts ParisTech,France,Europe,S,FO,VH,A,8.9,601,58.5,138,99.0,38,62.6,186,43.5,404.0,96.5,84.0,37.3,701.0,59.5,207,10.8,650.0,45.8
205,206.0,202.0,Queen's University Belfast,United Kingdom,Europe,L,FC,VH,A,35.4,249,33.6,279,28.6,543,40.6,345,100.0,74.0,98.2,67.0,92.8,124.0,9.9,701,88.9,103.0,45.7
206,206.0,237.0,Universitas Indonesia,Indonesia,Asia,XL,FC,VH,A,53.8,148,79.2,79,55.7,268,2.1,701,88.3,202.0,7.1,701.0,37.2,701.0,77.3,131,32.7,424.0,45.7
207,208.0,151.0,The Ohio State University,United States,Americas,XL,FC,VH,A,58.6,130,50.4,176,39.5,392,31.2,423,13.4,696.0,10.6,701.0,94.6,87.0,45.3,281,50.8,315.0,45.6
208,209.0,215.0,Tel Aviv University,Israel,Asia,L,FC,VH,A,32.0,275,18.6,474,4.2,701,99.4,20,39.7,419.0,7.0,701.0,77.9,362.0,88.4,85,46.2,334.0,45.2
209,210.0,233.0,National Tsing Hua University,Taiwan,Asia,M,CO,VH,A,54.8,143,71.2,99,28.0,549,49.6,268,9.5,701.0,11.1,695.0,45.0,701.0,16.3,629,32.1,428.0,45.1
210,211.0,225.0,Indian Institute of Science,India,Asia,S,SP,VH,A,45.7,181,26.3,362,37.9,419,99.9,11,3.7,701.0,1.5,701.0,39.1,701.0,13.1,701,23.7,500.0,45.0
211,212.0,192.0,Albert-Ludwigs-Universitaet Freiburg,Germany,Europe,L,FC,VH,A,43.1,198,24.5,394,24.6,597,52.2,248,67.6,290.0,33.7,401.0,92.3,131.0,32.5,391,90.0,94.0,44.8
212,213.0,189.0,Queensland University of Technology (QUT),Australia,Oceania,XL,CO,VH,A,39.8,214,33.1,285,8.1,701,59.9,202,97.9,122.0,20.7,530.0,83.4,274.0,19.0,581,89.4,100.0,44.7
213,214.0,206.0,University of Otago,New Zealand,Oceania,L,FC,VH,A,45.0,187,24.6,388,12.8,701,38.8,361,100.0,50.0,37.6,375.0,79.5,332.0,59.1,208,96.0,48.0,44.4
214,215.0,228.0,National Cheng Kung University (NCKU),Taiwan,Asia,L,FC,VH,A,51.5,157,74.0,90,33.4,472,20.3,554,16.3,646.0,13.9,642.0,58.7,648.0,42.4,306,83.8,131.0,44.2
215,215.0,168.0,University of Florida,United States,Americas,XL,FC,VH,A,46.7,172,42.3,220,62.9,220,32.1,411,17.8,630.0,10.3,701.0,98.3,21.0,44.5,286,60.6,266.0,44.2
216,217.0,242.0,La Trobe University,Australia,Oceania,L,CO,VH,A,23.6,370,19.8,457,8.0,701,77.7,123,92.6,172.0,95.0,97.0,78.6,345.0,19.6,570,78.4,166.0,44.1
217,218.0,169.0,"University of Maryland, College Park",United States,Americas,XL,FC,VH,A,48.6,167,29.4,317,32.5,484,55.0,231,20.9,588.0,16.2,603.0,92.3,133.0,41.2,311,54.4,291.0,44.0
218,219.0,217.0,National Yang Ming Chiao Tung University,Taiwan,Asia,L,FC,VH,A,32.9,267,62.7,128,51.1,300,52.7,245,19.6,607.0,19.2,564.0,53.7,701.0,58.3,210,38.8,379.0,43.9
219,219.0,226.0,Universidad Nacional de Colombia,Colombia,Americas,XL,FC,HI,A,71.0,88,89.9,53,5.4,701,3.4,701,5.6,701.0,1.4,701.0,65.9,543.0,42.6,302,53.1,298.0,43.9
220,221.0,207.0,Vrije Universiteit Amsterdam,Netherlands,Europe,XL,FC,VH,A,39.4,217,17.8,494,21.3,650,63.7,179,67.3,293.0,47.4,310.0,89.0,184.0,45.1,282,50.8,315.0,43.8
221,222.0,213.0,Eberhard Karls Universität Tübingen,Germany,Europe,L,FC,VH,A,46.0,177,30.7,307,87.1,98,20.5,550,76.1,255.0,26.2,463.0,93.8,102.0,30.9,408,33.0,420.0,43.7
222,222.0,271.0,Indian Institute of Technology Kharagpur (IIT-KGP),India,Asia,L,FO,VH,A,34.0,257,51.1,173,9.0,701,90.2,76,1.1,701.0,1.1,701.0,69.3,492.0,33.0,386,44.3,348.0,43.7
223,224.0,229.0,Friedrich-Alexander-Universität Erlangen-Nürnberg,Germany,Europe,L,FC,VH,A,25.8,345,27.7,346,3.2,701,94.9,50,27.2,516.0,48.8,300.0,87.1,213.0,19.6,568,74.5,193.0,43.6
224,224.0,212.0,Loughborough University,United Kingdom,Europe,L,CO,VH,A,29.7,299,55.3,151,23.8,613,32.4,406,87.1,212.0,68.6,216.0,87.1,214.0,23.2,488,93.8,64.0,43.6
225,224.0,220.0,University of Lausanne,Switzerland,Europe,L,FO,VH,A,28.4,310,18.8,471,36.8,435,61.0,195,100.0,67.0,54.2,271.0,79.8,328.0,51.8,244,51.2,313.0,43.6
226,227.0,285.0,Indian Institute of Technology Madras (IITM),India,Asia,M,CO,VH,A,42.4,203,63.2,127,20.3,663,70.3,154,3.9,701.0,1.6,701.0,37.5,701.0,27.0,444,44.6,343.0,43.5
227,227.0,239.0,Rheinische Friedrich-Wilhelms-Universität Bonn,Germany,Europe,L,FC,VH,A,52.8,153,24.1,399,62.7,221,17.2,598,44.3,399.0,38.9,361.0,94.7,83.0,35.4,357,83.2,138.0,43.5
228,229.0,211.0,Chulalongkorn University,Thailand,Asia,XL,FC,VH,A,68.2,97,35.9,261,31.7,499,7.5,701,18.7,617.0,3.0,701.0,79.6,331.0,93.6,60,73.2,198.0,43.4
229,230.0,256.0,Maastricht University ,Netherlands,Europe,L,FO,VH,A,23.0,389,27.8,345,13.2,701,62.8,185,99.4,97.0,100.0,20.0,80.5,312.0,38.2,337,52.5,302.0,43.0
230,230.0,189.0,Universite libre de Bruxelles,Belgium,Europe,XL,FC,VH,A,33.3,263,34.5,273,3.0,701,49.9,263,98.7,110.0,84.4,155.0,87.5,203.0,65.5,179,25.2,490.0,43.0
231,232.0,220.0,Universidade Estadual de Campinas (Unicamp),Brazil,Americas,XL,FC,VH,A,71.8,87,40.3,236,14.7,701,24.3,506,10.7,701.0,2.7,701.0,85.4,241.0,25.1,465,65.9,236.0,42.9
232,233.0,210.0,University of Twente,Netherlands,Europe,M,CO,VH,A,20.7,424,32.0,294,43.3,362,61.3,193,100.0,83.0,90.4,119.0,87.6,202.0,20.0,562,13.8,603.0,42.7
233,234.0,246.0,Technische Universität Dresden,Germany,Europe,L,FC,VH,A,36.3,240,42.5,216,80.3,134,28.5,455,35.8,445.0,27.6,450.0,93.8,104.0,8.8,701,75.8,181.0,42.6
234,235.0,250.0,University of Waikato,New Zealand,Oceania,M,CO,VH,A,19.1,473,11.7,601,12.4,701,84.7,94,99.0,107.0,56.9,261.0,55.1,697.0,46.4,276,89.5,99.0,42.5
235,236.0,219.0,Università di Padova,Italy,Europe,XL,FC,VH,A,58.9,129,27.3,351,8.5,701,45.7,302,9.2,701.0,11.1,694.0,94.9,79.0,18.8,590,87.7,110.0,42.3
236,236.0,208.0,University of Aberdeen,United Kingdom,Europe,L,FC,VH,A,30.5,292,28.8,330,32.7,482,32.0,412,94.5,154.0,92.6,103.0,88.5,190.0,22.2,519,96.5,37.0,42.3
237,236.0,224.0,University of Rochester,United States,Americas,M,FC,VH,B,22.6,396,20.8,441,99.1,35,33.6,395,63.9,306.0,93.8,100.0,64.3,568.0,40.4,316,63.7,247.0,42.3
238,239.0,263.0,Gadjah Mada University,Indonesia,Asia,XL,FC,VH,A,54.4,145,73.5,91,57.6,255,1.7,701,40.3,417.0,4.1,701.0,38.1,701.0,69.0,167,26.8,473.0,41.8
239,239.0,239.0,Massey University,New Zealand,Oceania,M,CO,VH,A,30.1,293,14.0,585,48.0,324,27.4,473,98.5,112.0,95.2,96.0,85.1,244.0,49.2,259,91.4,81.0,41.8
240,241.0,252.0,Politecnico di Torino,Italy,Europe,XL,FO,VH,A,40.2,213,52.1,165,3.1,701,51.6,254,4.9,701.0,41.0,349.0,81.4,297.0,30.6,412,77.9,169.0,41.7
241,241.0,246.0,Technical University of Darmstadt,Germany,Europe,L,CO,VH,A,20.0,444,35.9,260,6.7,701,70.0,155,60.3,323.0,81.4,167.0,65.9,544.0,44.4,288,71.8,211.0,41.7
242,243.0,237.0,Dartmouth College,United States,Americas,M,FC,VH,B,22.8,392,31.0,303,65.8,200,60.6,200,9.2,701.0,40.9,351.0,42.5,701.0,68.8,168,71.2,214.0,41.3
243,244.0,241.0,Victoria University of Wellington,New Zealand,Oceania,L,CO,VH,A,42.8,202,21.4,429,10.1,701,32.1,410,100.0,82.0,31.0,420.0,70.7,475.0,71.6,151,91.4,81.0,41.2
244,245.0,254.0,University of Macau,Macau SAR,Asia,L,CO,VH,A,11.9,601,10.5,601,9.8,701,99.1,23,100.0,21.0,99.9,36.0,57.0,664.0,50.3,253,7.7,701.0,41.1
245,246.0,248.0,Charles University,Czech Republic,Europe,XL,FC,VH,A,45.6,182,49.1,183,32.2,491,8.0,701,25.0,535.0,50.5,291.0,96.3,51.0,65.5,178,77.4,173.0,41.0
246,246.0,218.0,University of Sussex,United Kingdom,Europe,L,FC,VH,A,22.6,395,10.4,601,15.5,701,56.8,220,99.6,95.0,84.9,152.0,84.7,252.0,39.9,322,97.7,26.0,41.0
247,248.0,261.0,Vanderbilt University,United States,Americas,L,FC,VH,B,24.4,356,21.8,423,100.0,13,53.0,242,30.1,493.0,36.0,383.0,78.6,344.0,34.7,364,24.5,492.0,40.8
248,249.0,280.0,University of Navarra,Spain,Europe,L,FC,HI,B,30.6,291,68.0,108,49.6,315,14.7,642,24.8,537.0,73.8,196.0,63.6,578.0,75.8,137,42.3,355.0,40.7
249,250.0,226.0,American University of Beirut (AUB),Lebanon,Asia,M,FC,VH,B,28.6,307,29.5,315,48.5,322,28.9,449,63.2,310.0,37.0,379.0,73.1,438.0,97.0,35,80.5,152.0,40.6
250,251.0,284.0,Taylor's University,Malaysia,Asia,S,FO,VH,C,27.0,323,81.0,72,71.5,185,10.1,701,64.8,303.0,99.6,43.0,41.4,701.0,4.2,701,22.2,513.0,40.5
251,252.0,256.0,Harbin Institute of Technology,China (Mainland),Asia,XL,FO,VH,A,27.1,321,21.1,435,33.7,468,99.8,14,8.0,701.0,5.0,701.0,68.6,507.0,28.3,434,14.6,597.0,40.3
