,RANK_2025,RANK_2024,Institution_Name,Location,Region,SIZE,FOCUS,RES.,STATUS,Academic_Reputation_Score,Academic_Reputation_Rank,Employer_Reputation_Score,Employer_Reputation_Rank,Faculty_Student_Score,Faculty_Student_Rank,Citations_per_Faculty_Score,Citations_per_Faculty_Rank,International_Faculty_Score,International_Faculty_Rank,International_Students_Score,International_Students_Rank,International_Research_Network_Score,International_Research_Network_Rank,Employment_Outcomes_Score,Employment_Outcomes_Rank,Sustainability_Score,Sustainability_Rank,Overall_Score
1201,1100.5,975.5,Yokohama National University,Japan,Asia,M,CO,VH,A,9.3,601,16.4,519,18.3,701,6.6,701,10.1,701.0,7.8,701.0,26.5,701.0,17.8,603,2.8,701.0,42.056250000000006
1202,1300.5,1401.0,Al-Balqa Applied University,Jordan,Asia,L,FC,HI,A,5.8,601,6.6,601,4.8,701,2.7,701,7.6,701.0,2.5,701.0,32.9,701.0,3.9,701,6.7,701.0,42.056250000000006
1203,1300.5,1300.5,Alexandru Ioan Cuza University,Romania,Europe,L,FO,VH,A,7.5,601,11.9,601,5.5,701,3.0,701,3.5,701.0,9.6,701.0,40.2,701.0,14.3,684,3.2,701.0,42.056250000000006
1204,1300.5,1300.5,Anadolu University,Turkey,Asia,L,FO,HI,A,4.9,601,3.9,601,13.1,701,2.6,701,1.8,701.0,2.9,701.0,17.5,701.0,13.9,697,1.0,701.0,42.056250000000006
1205,1300.5,1300.5,Aoyama Gakuin University,Japan,Asia,L,CO,MD,B,7.0,601,10.9,601,5.2,701,1.8,701,15.4,663.0,2.5,701.0,6.2,701.0,9.5,701,1.0,701.0,42.056250000000006
1206,1300.5,1401.0,Ataturk University,Turkey,Asia,XL,SP,VH,A,5.8,601,2.3,601,2.9,701,4.4,701,3.2,701.0,7.4,701.0,39.4,701.0,7.8,701,1.1,701.0,42.056250000000006
1207,1300.5,1300.5,Atma Jaya Catholic University Jakarta,Indonesia,Asia,M,FO,HI,C,6.8,601,7.7,601,8.7,701,1.3,701,3.4,701.0,1.2,701.0,7.5,701.0,18.0,601,1.1,701.0,42.056250000000006
1208,1300.5,1300.5,Bahauddin Zakariya University ,Pakistan,Asia,XL,CO,HI,A,6.0,601,6.2,601,1.8,701,14.6,644,30.62604242867593,530.4498902706657,1.0,701.0,44.6,701.0,4.1,701,1.0,701.0,42.056250000000006
1209,1300.5,1100.5,Beijing Foreign Studies University,China (Mainland),Asia,M,SP,VH,A,5.7,601,2.9,601,25.9,574,1.5,701,19.6,606.0,25.8,468.0,3.4,701.0,7.4,701,1.0,701.0,42.056250000000006
1210,1300.5,1100.5,Beijing University of Chinese Medicine,China (Mainland),Asia,M,FO,VH,A,4.4,601,1.6,601,37.2,431,9.4,701,30.62604242867593,530.4498902706657,8.8,701.0,7.1,701.0,3.0,701,1.0,701.0,42.056250000000006
1211,1300.5,1300.5,Belarusian State University of Informatics and Radioelectronics,Belarus,Europe,M,SP,MD,A,6.6,601,17.1,500,15.3,701,1.2,701,1.1,701.0,9.3,701.0,7.4,701.0,5.9,701,25.072377622377623,529.6944055944056,42.056250000000006
1212,1300.5,1300.5,Benemérita Universidad Autónoma de Puebla,Mexico,Americas,XL,FC,HI,A,13.7,601,5.4,601,2.8,701,1.9,701,2.8,701.0,1.3,701.0,24.5,701.0,2.0,701,1.2,701.0,42.056250000000006
1213,1300.5,1300.5,Birzeit university,"Palestinian Territory, Occupied",Asia,M,CO,HI,B,7.6,601,7.1,601,4.7,701,2.8,701,13.4,697.0,4.0,701.0,20.4,701.0,23.2,489,1.0,701.0,42.056250000000006
1214,1300.5,1300.5,British University in Egypt,Egypt,Africa,M,CO,HI,C,6.0,601,5.5,601,25.7,578,2.3,701,2.6,701.0,2.6,701.0,12.0,701.0,2.6,701,1.0,701.0,42.056250000000006
1215,1300.5,1300.5,Brock University,Canada,Americas,M,CO,VH,A,4.0,601,6.3,601,3.0,701,13.7,658,2.1,701.0,23.8,493.0,30.9,701.0,5.2,701,2.7,701.0,42.056250000000006
1216,1300.5,1300.5,Central Michigan University,United States,Americas,L,FC,HI,A,3.6,601,3.4,601,8.2,701,6.5,701,2.4,701.0,6.9,701.0,23.4,701.0,7.7,701,1.2,701.0,42.056250000000006
1217,1300.5,1300.5,Chaoyang University of Technology,Taiwan,Asia,L,FO,VH,C,5.5,601,5.8,601,4.3,701,3.9,701,5.6,701.0,5.9,701.0,26.5,701.0,2.0,701,4.3,701.0,42.056250000000006
1218,1300.5,1300.5,China University of Political Science and Law,China (Mainland),Asia,L,FO,MD,A,2.7,601,37.6,251,8.0,701,1.2,701,3.7,701.0,1.5,701.0,6.1,701.0,5.8,701,1.0,701.0,42.056250000000006
1219,1300.5,1300.5,Chitkara University,India,Asia,L,CO,HI,B,6.1,601,7.4,601,15.9,701,2.2,701,5.5,701.0,3.0,701.0,29.4,701.0,1.9,701,3.3,701.0,42.056250000000006
1220,1300.5,1300.5,Chittagong University of Engineering and Technology,Bangladesh,Asia,S,FO,VH,A,8.9,601,12.4,601,8.3,701,5.1,701,1.4,701.0,25.733759772565744,531.8550106609808,6.7,701.0,4.2,701,1.0,701.0,42.056250000000006
1221,1300.5,1300.5,Cleveland State University,United States,Americas,M,CO,HI,A,4.1,601,3.1,601,9.2,701,4.0,701,4.0,701.0,26.2,462.0,16.7,701.0,7.3,701,1.0,701.0,42.056250000000006
1222,1300.5,1401.0,Cukurova University,Turkey,Asia,XL,FC,HI,A,4.9,601,3.8,601,5.2,701,2.6,701,1.9,701.0,3.3,701.0,46.2,701.0,7.6,701,2.9,701.0,42.056250000000006
1223,1300.5,1300.5,CUNY The City College of New York,United States,Americas,M,FC,HI,A,7.2,601,3.0,601,11.9,701,11.3,701,6.7,701.0,4.7,701.0,24.8,701.0,1.5,701,2.5,701.0,42.056250000000006
1224,1300.5,1300.5,Daffodil International University,Bangladesh,Asia,L,FO,VH,B,9.5,601,19.8,458,3.8,701,2.8,701,5.0,701.0,2.9,701.0,22.0,701.0,3.7,701,3.4,701.0,42.056250000000006
1225,1300.5,1300.5,Damascus University,Syrian Arab Republic,Asia,XL,FC,MD,A,6.1,601,3.7,601,1.4,701,1.2,701,4.0,701.0,6.0,701.0,18.4,701.0,90.2,76,1.1,701.0,42.056250000000006
1226,1300.5,1300.5,Dokuz Eylül Üniversitesi,Turkey,Asia,XL,FC,HI,A,6.8,601,7.8,601,3.5,701,2.1,701,2.5,701.0,10.7,701.0,34.7,701.0,6.0,701,18.8,548.0,42.056250000000006
1227,1300.5,1100.5,Doshisha University,Japan,Asia,L,CO,HI,B,8.6,601,11.4,601,5.2,701,1.8,701,17.6,631.0,3.7,701.0,18.7,701.0,19.1,576,1.0,701.0,42.056250000000006
1228,1300.5,1300.5,Erciyes Üniversitesi,Turkey,Asia,XL,FC,HI,A,4.4,601,3.0,601,2.0,701,5.3,701,3.1,701.0,5.7,701.0,45.1,701.0,1.7,701,8.8,692.0,42.056250000000006
1229,1300.5,1100.5,Escuela Politécnica Nacional,Ecuador,Americas,M,FO,VH,A,6.9,601,9.2,601,16.6,701,3.4,701,5.0,701.0,1.6,701.0,14.9,701.0,5.0,701,1.3,701.0,42.056250000000006
1230,1300.5,1300.5,Feng Chia University,Taiwan,Asia,L,FO,VH,C,10.8,601,7.9,601,4.4,701,6.1,701,3.4,701.0,4.4,701.0,11.2,701.0,15.5,643,16.7,566.0,42.056250000000006
1231,1300.5,1300.5,Florida Atlantic University - Boca Raton,United States,Americas,L,FC,HI,A,4.7,601,6.2,601,4.9,701,9.5,701,6.8,701.0,4.4,701.0,44.3,701.0,5.8,701,4.5,701.0,42.056250000000006
1232,1300.5,1300.5,Fu Jen Catholic University,Taiwan,Asia,L,FC,HI,B,7.6,601,6.9,601,3.6,701,7.0,701,7.6,701.0,4.2,701.0,16.1,701.0,27.1,442,4.0,701.0,42.056250000000006
1234,1300.5,1300.5,German University in Cairo,Egypt,Africa,L,CO,HI,B,8.3,601,15.2,552,7.0,701,2.2,701,13.4,698.0,1.1,701.0,12.8,701.0,4.4,701,1.0,701.0,42.056250000000006
1235,1300.5,1300.5,Hanoi University of Science and Technology,Vietnam,Asia,XL,FO,VH,A,7.3,601,7.3,601,2.4,701,4.7,701,4.2,701.0,1.2,701.0,23.1,701.0,23.1,493,3.4,701.0,42.056250000000006
1236,1300.5,1100.5,Harper Adams University,United Kingdom,Europe,S,CO,HI,A,4.2,601,10.3,601,6.1,701,6.9,701,17.4,635.0,7.6,701.0,11.6,701.0,1.5,701,1.0,701.0,42.056250000000006
1237,1300.5,1300.5,Helwan University ,Egypt,Africa,XL,CO,HI,A,7.3,601,12.4,601,3.6,701,1.6,701,1.1,701.0,1.6,701.0,50.7,701.0,13.2,701,1.5,701.0,42.056250000000006
1238,1300.5,1300.5,Hongik University ,South Korea,Asia,L,FO,VH,C,4.2,601,5.6,601,9.8,701,3.0,701,16.0,651.0,9.6,701.0,14.2,701.0,4.8,701,1.0,701.0,42.056250000000006
1240,1300.5,1100.5,Instituto Tecnológico de Santo Domingo (INTEC),Dominican Republic,Americas,M,FO,MD,A,1.6,601,4.0,601,35.4,447,1.4,701,10.0,701.0,4.1,701.0,5.6,701.0,38.5,332,1.0,701.0,42.056250000000006
1241,1300.5,1300.5,Istanbul Aydin University  ,Turkey,Asia,L,CO,MD,B,4.9,601,3.0,601,12.3,701,1.4,701,6.7,701.0,52.1,282.0,7.3,701.0,2.1,701,1.1,701.0,42.056250000000006
1242,1300.5,1300.5,Istanbul Bilgi Üniversitesi,Turkey,Asia,M,FO,HI,B,4.9,601,4.3,601,13.3,701,1.7,701,3.5,701.0,20.2,536.0,6.5,701.0,13.3,701,2.2,701.0,42.056250000000006
1243,1300.5,1300.5,Ivan Franko National University of Lviv,Ukraine,Europe,L,CO,HI,A,5.7,601,12.8,601,30.2,519,1.3,701,1.3,701.0,1.5,701.0,12.6,701.0,18.6,591,2.0,701.0,42.056250000000006
1244,1300.5,1300.5,Izmir Institute of Technology (IZTECH),Turkey,Asia,M,CO,HI,A,7.2,601,4.4,601,5.8,701,8.2,701,3.2,701.0,2.1,701.0,15.5,701.0,2.1,701,1.6,701.0,42.056250000000006
1246,1300.5,1300.5,Jamia Hamdard,India,Asia,M,CO,VH,A,5.1,601,1.8,601,8.4,701,12.6,678,30.62604242867593,530.4498902706657,2.1,701.0,12.7,701.0,1.9,701,1.0,701.0,42.056250000000006
1247,1300.5,1300.5,Jeju National University ,South Korea,Asia,M,FC,VH,A,3.6,601,1.9,601,30.0,520,7.0,701,7.5,701.0,5.5,701.0,23.1,701.0,1.8,701,15.0,592.0,42.056250000000006
1248,1300.5,1100.5,Kazakh Ablai Khan University of International Relations and World Languages,Kazakhstan,Asia,M,SP,LO,A,7.7,601,9.0,601,40.4,386,1.0,701,6.6,701.0,4.1,701.0,1.0,701.0,3.4,701,25.072377622377623,529.6944055944056,42.056250000000006
1249,1300.5,1100.5,Kazan National Research Technological University,Russia,Europe,L,FO,VH,A,5.7,601,4.1,601,18.9,701,1.4,701,2.7,701.0,29.6,434.0,7.2,701.0,3.1,701,1.0,701.0,42.056250000000006
1251,1300.5,1300.5,Kharkiv National University of Radio Electronics ,Ukraine,Europe,M,FO,VH,A,3.9,601,12.3,601,21.6,643,1.5,701,1.4,701.0,5.1,701.0,11.9,701.0,4.1,701,1.4,701.0,42.056250000000006
1253,1300.5,1300.5,Khulna University of Engineering and Technology,Bangladesh,Asia,M,SP,HI,A,6.6,601,11.8,601,8.7,701,5.6,701,30.62604242867593,530.4498902706657,1.0,701.0,9.4,701.0,3.7,701,1.0,701.0,42.056250000000006
1254,1300.5,1300.5,Kindai University (Kinki University),Japan,Asia,XL,FC,HI,C,5.2,601,4.3,601,8.4,701,4.9,701,15.7,656.0,1.9,701.0,32.2,701.0,1.8,701,2.4,701.0,42.056250000000006
1255,1300.5,1300.5,King Mongkut\'s Institute of Technology Ladkrabang,Thailand,Asia,L,FO,VH,A,8.3,601,3.7,601,4.2,701,3.1,701,16.7,642.0,2.2,701.0,18.5,701.0,6.2,701,1.1,701.0,42.056250000000006
1256,1300.5,1300.5,King Mongkut's University of Technology North Bangkok,Thailand,Asia,L,FO,VH,A,8.5,601,4.9,601,4.1,701,3.3,701,2.8,701.0,1.1,701.0,23.5,701.0,2.5,701,1.1,701.0,42.056250000000006
1257,1300.5,1100.5,Kookmin University ,South Korea,Asia,L,CO,HI,C,3.6,601,4.0,601,35.3,449,2.9,701,4.9,701.0,31.1,419.0,7.9,701.0,2.9,701,2.9,701.0,42.056250000000006
1259,1300.5,1100.5,Kyoto Institute of Technology,Japan,Asia,S,FO,VH,A,6.1,601,3.9,601,14.4,701,11.7,701,11.1,701.0,9.0,701.0,9.3,701.0,1.9,701,1.1,701.0,42.056250000000006
1261,1300.5,1300.5,Marquette University,United States,Americas,M,CO,VH,B,3.4,601,2.4,601,21.1,654,9.1,701,6.2,701.0,2.7,701.0,35.6,701.0,11.2,701,1.2,701.0,42.056250000000006
1262,1300.5,1100.5,Meiji University,Japan,Asia,XL,CO,HI,C,6.7,601,19.2,467,4.4,701,1.6,701,10.5,701.0,4.6,701.0,13.4,701.0,17.3,615,1.1,701.0,42.056250000000006
1263,1300.5,1300.5,Mendeleev University of Chemical Technology,Russia,Europe,M,FO,VH,A,4.5,601,3.9,601,24.2,608,2.8,701,1.1,701.0,9.1,701.0,15.3,701.0,8.8,701,1.0,701.0,42.056250000000006
1264,1300.5,1300.5,Miami University,United States,Americas,L,CO,HI,A,3.8,601,5.4,601,6.2,701,7.8,701,3.4,701.0,5.5,701.0,25.3,701.0,26.1,453,2.2,701.0,42.056250000000006
1265,1300.5,1300.5,Moscow Pedagogical State University,Russia,Europe,L,FO,HI,A,7.8,601,3.6,601,7.2,701,1.3,701,1.2,701.0,23.8,494.0,6.8,701.0,1.8,701,1.0,701.0,42.056250000000006
1266,1300.5,1300.5,Nagoya Institute of Technology (NIT),Japan,Asia,M,SP,VH,A,5.7,601,2.6,601,7.5,701,14.5,645,5.1,701.0,4.1,701.0,18.3,701.0,6.0,701,1.0,701.0,42.056250000000006
1267,1300.5,1300.5,National Dong Hwa University,Taiwan,Asia,M,CO,HI,A,9.2,601,4.5,601,6.3,701,5.4,701,4.9,701.0,10.2,701.0,9.7,701.0,2.0,701,1.3,701.0,42.056250000000006
1268,1300.5,1300.5,National Research University Moscow Power Engineering Institute (MPEI),Russia,Europe,M,FO,VH,A,6.9,601,4.0,601,12.8,701,1.9,701,6.8,701.0,41.6,343.0,21.0,701.0,9.5,701,1.0,701.0,42.056250000000006
1269,1300.5,1300.5,National Taipei University,Taiwan,Asia,M,FO,HI,A,7.6,601,4.5,601,7.8,701,2.8,701,2.6,701.0,4.5,701.0,5.0,701.0,18.9,586,1.1,701.0,42.056250000000006
1270,1300.5,1300.5,National Taiwan Ocean University,Taiwan,Asia,M,FO,VH,A,6.0,601,3.2,601,11.9,701,10.8,701,7.5,701.0,7.6,701.0,22.6,701.0,3.3,701,17.5,560.0,42.056250000000006
1271,1300.5,1100.5,Novosibirsk State Technical University,Russia,Europe,M,FO,VH,A,6.0,601,6.4,601,27.6,553,1.7,701,1.4,701.0,41.7,342.0,8.4,701.0,5.7,701,1.0,701.0,42.056250000000006
1272,1300.5,1300.5,Óbuda University,Hungary,Europe,M,FO,VH,A,5.5,601,4.9,601,2.5,701,7.8,701,17.9,629.0,7.6,701.0,29.1,701.0,3.8,701,1.0,701.0,42.056250000000006
1273,1300.5,1100.5,Odessa I.I. Mechnikov National University,Ukraine,Europe,M,FO,VH,A,3.9,601,2.3,601,55.4,272,1.3,701,1.8,701.0,3.3,701.0,10.3,701.0,6.3,701,1.0,701.0,42.056250000000006
1274,1300.5,1300.5,OSMANIA UNIVERSITY,India,Asia,M,CO,VH,A,5.4,601,3.7,601,3.5,701,21.0,545,30.62604242867593,530.4498902706657,5.4,701.0,17.2,701.0,7.2,701,1.0,701.0,42.056250000000006
1275,1300.5,1300.5,Perm State National Research University,Russia,Europe,M,FO,VH,A,4.4,601,1.7,601,34.5,458,1.5,701,1.4,701.0,8.3,701.0,6.3,701.0,2.0,701,1.2,701.0,42.056250000000006
1276,1300.5,1300.5,Pondicherry University,India,Asia,M,CO,VH,A,4.1,601,2.1,601,5.4,701,16.5,616,1.9,701.0,1.1,701.0,21.1,701.0,2.7,701,5.8,701.0,42.056250000000006
1277,1300.5,1300.5,Pontificia Universidad Catolica Madre y Maestra,Dominican Republic,Americas,M,FC,MD,B,4.2,601,4.1,601,11.2,701,1.2,701,9.4,701.0,11.4,688.0,4.1,701.0,45.7,278,1.0,701.0,42.056250000000006
1278,1300.5,1300.5,Pontifícia Universidade Católica do Rio Grande do Sul (PUCRS),Brazil,Americas,M,FC,HI,B,6.3,601,3.9,601,12.3,701,9.4,701,2.6,701.0,1.7,701.0,30.5,701.0,9.2,701,1.1,701.0,42.056250000000006
1279,1300.5,1300.5,Portland State University,United States,Americas,L,CO,VH,A,4.1,601,1.7,601,9.3,701,9.2,701,1.6,701.0,6.1,701.0,44.4,701.0,9.7,701,6.8,701.0,42.056250000000006
1280,1300.5,1300.5,Pukyong National University ,South Korea,Asia,L,CO,VH,A,5.7,601,3.1,601,12.7,701,7.0,701,6.2,701.0,7.1,701.0,32.3,701.0,1.6,701,28.4,456.0,42.056250000000006
1282,1300.5,1300.5,Rikkyo University,Japan,Asia,L,FO,HI,C,4.0,601,9.6,601,8.2,701,2.1,701,23.7,552.0,5.6,701.0,13.7,701.0,5.8,701,1.2,701.0,42.056250000000006
1283,1300.5,1300.5,Saitama University,Japan,Asia,M,CO,VH,A,4.9,601,1.6,601,11.5,701,6.8,701,9.7,701.0,4.9,701.0,18.1,701.0,1.8,701,1.1,701.0,42.056250000000006
1284,1300.5,1300.5,Saken Seifullin Kazakh Agrotechnical University,Kazakhstan,Asia,M,FO,HI,B,9.7,601,9.3,601,27.8,550,1.2,701,10.1,701.0,4.2,701.0,2.6,701.0,3.4,701,2.0,701.0,42.056250000000006
1286,1300.5,1100.5,Sathyabama Institute of Science and Technology (deemed to be university),India,Asia,L,CO,VH,B,6.8,601,3.7,601,24.8,596,4.3,701,5.3,701.0,3.5,701.0,17.0,701.0,1.9,701,3.1,701.0,42.056250000000006
1287,1300.5,1300.5,Seattle University,United States,Americas,M,CO,HI,B,5.4,601,6.4,601,32.2,490,2.1,701,1.5,701.0,13.2,656.0,6.3,701.0,10.1,701,2.4,701.0,42.056250000000006
1288,1300.5,1100.5,Seoul National University of Science and Technology,South Korea,Asia,M,FO,VH,A,6.4,601,3.6,601,12.8,701,10.3,701,9.6,701.0,11.9,683.0,12.4,701.0,1.9,701,9.8,672.0,42.056250000000006
1290,1300.5,1100.5,Shanghai International Studies University,China (Mainland),Asia,L,SP,VH,A,4.9,601,2.9,601,16.7,701,1.8,701,26.9,518.0,27.3,454.0,5.4,701.0,5.2,701,1.0,701.0,42.056250000000006
1291,1300.5,1300.5,Shanghai University of Finance and Economics,China (Mainland),Asia,L,FO,VH,A,4.5,601,5.2,601,8.9,701,3.5,701,15.5,662.0,2.1,701.0,14.9,701.0,42.6,304,1.4,701.0,42.056250000000006
1292,1300.5,1300.5,Siksha 'O' Anusandhan (Deemed to be University),India,Asia,M,FO,VH,B,7.5,601,3.6,601,34.3,461,5.3,701,2.2,701.0,2.2,701.0,23.7,701.0,1.9,701,1.0,701.0,42.056250000000006
1293,1300.5,1300.5,Sookmyung Women's University ,South Korea,Asia,M,CO,HI,C,4.4,601,5.6,601,29.0,536,3.4,701,4.0,701.0,2.2,701.0,4.8,701.0,1.8,701,2.6,701.0,42.056250000000006
1294,1300.5,1300.5,Suez Canal University,Egypt,Africa,XL,FC,HI,A,4.1,601,2.6,601,13.1,701,2.3,701,2.1,701.0,1.8,701.0,48.9,701.0,2.4,701,8.3,700.0,42.056250000000006
1295,1300.5,1300.5,Suleyman Demirel University,Turkey,Asia,XL,FC,MD,A,7.1,601,5.3,601,3.9,701,2.4,701,1.7,701.0,4.6,701.0,27.3,701.0,2.0,701,1.0,701.0,42.056250000000006
1296,1300.5,1300.5,"Suleyman Demirel University, Kazakhstan",Kazakhstan,Asia,M,FO,MD,B,9.0,601,11.0,601,4.1,701,1.3,701,6.2,701.0,2.0,701.0,5.7,701.0,3.3,701,25.072377622377623,529.6944055944056,42.056250000000006
1297,1300.5,1300.5,Suranaree University of Technology ,Thailand,Asia,L,FC,HI,A,6.4,601,2.8,601,3.7,701,9.6,701,5.8,701.0,1.6,701.0,30.0,701.0,2.7,701,1.3,701.0,42.056250000000006
1298,1300.5,1300.5,Tamkang University,Taiwan,Asia,L,FO,VH,C,5.7,601,4.9,601,4.0,701,5.0,701,6.0,701.0,7.4,701.0,14.2,701.0,29.2,425,10.1,661.0,42.056250000000006
1299,1300.5,1300.5,Tanta University ,Egypt,Africa,XL,FC,HI,A,6.9,601,5.5,601,4.5,701,2.2,701,1.5,701.0,1.5,701.0,65.2,553.0,4.3,701,3.1,701.0,42.056250000000006
1300,1300.5,1300.5,Technical University of Cluj-Napoca,Romania,Europe,L,SP,VH,A,4.6,601,7.1,601,7.6,701,3.9,701,2.1,701.0,2.7,701.0,38.1,701.0,3.8,701,2.1,701.0,42.056250000000006
1301,1300.5,1100.5,Technical University of Liberec,Czech Republic,Europe,M,SP,VH,A,3.9,601,2.2,601,37.6,425,4.6,701,11.2,701.0,8.7,701.0,25.5,701.0,1.7,701,1.0,701.0,42.056250000000006
1302,1300.5,1300.5,Technical University of Lublin,Poland,Europe,M,FO,VH,A,5.8,601,2.1,601,18.4,701,3.7,701,30.62604242867593,530.4498902706657,10.2,701.0,12.9,701.0,3.1,701,1.0,701.0,42.056250000000006
1304,1300.5,1300.5,"The ""Gheorghe Asachi"" Technical University of Iasi",Romania,Europe,L,SP,VH,A,5.3,601,9.7,601,2.4,701,6.0,701,30.62604242867593,530.4498902706657,4.6,701.0,34.1,701.0,4.0,701,1.0,701.0,42.056250000000006
1305,1300.5,1300.5,The Herzen State Pedagogical University of Russia,Russia,Europe,L,FO,HI,A,3.8,601,2.0,601,20.1,670,1.2,701,1.4,701.0,41.1,348.0,12.7,701.0,5.5,701,1.0,701.0,42.056250000000006
1306,1300.5,1300.5,The Josip Juraj Strossmayer University of Osijek,Croatia,Europe,L,CO,HI,A,4.3,601,2.0,601,28.6,540,3.1,701,30.62604242867593,530.4498902706657,25.733759772565744,531.8550106609808,54.0,701.0,11.2,701,1.0,701.0,42.056250000000006
1307,1300.5,1300.5,"The National Research University ""Belgorod State University""",Russia,Europe,L,FC,HI,A,3.5,601,1.3,601,15.6,701,1.9,701,2.2,701.0,49.8,295.0,21.4,701.0,2.0,701,1.0,701.0,42.056250000000006
1308,1300.5,1100.5,Tokai University,Japan,Asia,L,FC,HI,B,10.5,601,5.8,601,13.6,701,2.8,701,5.6,701.0,2.9,701.0,24.5,701.0,1.8,701,1.3,701.0,42.056250000000006
1309,1300.5,1100.5,Tomas Bata University in Zlin,Czech Republic,Europe,M,CO,VH,A,4.5,601,8.4,601,9.3,701,5.5,701,23.6,553.0,18.8,568.0,25.8,701.0,4.0,701,1.1,701.0,42.056250000000006
1310,1300.5,1300.5,Toraighyrov University,Kazakhstan,Asia,M,FO,HI,A,8.5,601,4.8,601,17.8,701,1.2,701,6.8,701.0,3.1,701.0,3.9,701.0,3.3,701,1.0,701.0,42.056250000000006
1311,1300.5,1300.5,Transilvania University of Brasov,Romania,Europe,L,FC,HI,A,6.4,601,5.5,601,5.1,701,3.7,701,5.4,701.0,2.1,701.0,48.1,701.0,4.0,701,1.0,701.0,42.056250000000006
1312,1300.5,1300.5,Tunghai University,Taiwan,Asia,L,CO,HI,C,6.5,601,5.4,601,4.6,701,5.4,701,8.4,701.0,8.8,701.0,24.4,701.0,13.8,698,7.9,701.0,42.056250000000006
1313,1300.5,1100.5,Universidad Autónoma de Guadalajara (UAG),Mexico,Americas,M,FC,MD,C,6.5,601,3.8,601,19.6,684,1.1,701,37.9,426.0,23.0,502.0,2.1,701.0,2.0,701,25.072377622377623,529.6944055944056,42.056250000000006
1314,1300.5,1100.5,Universidad Autónoma del Estado de Hidalgo (UAEH),Mexico,Americas,XL,FC,MD,A,3.2,601,6.0,601,45.2,342,1.4,701,2.0,701.0,1.6,701.0,8.3,701.0,2.1,701,5.8,701.0,42.056250000000006
1315,1300.5,1300.5,Universidad Católica del Norte,Chile,Americas,M,FC,HI,B,4.5,601,2.3,601,6.7,701,5.9,701,13.5,694.0,3.8,701.0,46.2,701.0,2.0,701,8.5,696.0,42.056250000000006
1316,1300.5,1300.5,Universidad Central del Ecuador,Ecuador,Americas,L,FC,MD,A,8.1,601,3.6,601,11.3,701,1.2,701,30.62604242867593,530.4498902706657,25.733759772565744,531.8550106609808,10.1,701.0,20.9,548,1.0,701.0,42.056250000000006
1317,1300.5,1300.5,Universidad de Las Américas (UDLA) Ecuador,Ecuador,Americas,L,CO,MD,B,8.3,601,3.8,601,13.3,701,1.7,701,19.2,612.0,2.5,701.0,15.7,701.0,4.9,701,1.0,701.0,42.056250000000006
1318,1300.5,1100.5,Universidad de Monterrey (UDEM),Mexico,Americas,M,FO,HI,B,12.5,601,13.0,601,7.5,701,1.5,701,13.7,691.0,3.7,701.0,4.4,701.0,4.8,701,1.3,701.0,42.056250000000006
1319,1300.5,1100.5,Universidad de Oriente Santiago de Cuba,Cuba,Americas,L,FO,MD,A,8.4,601,5.2,601,29.8,524,1.1,701,30.62604242867593,530.4498902706657,25.733759772565744,531.8550106609808,7.3,701.0,5.0,701,1.0,701.0,42.056250000000006
1320,1300.5,1300.5,Universidad de Panama,Panama,Americas,XL,FO,MD,A,6.6,601,5.5,601,2.9,701,1.1,701,4.6,701.0,2.7,701.0,9.0,701.0,49.1,262,1.0,701.0,42.056250000000006
1321,1300.5,1300.5,Universidad de Piura,Peru,Americas,M,FO,HI,B,7.5,601,10.7,601,5.0,701,1.2,701,5.7,701.0,1.1,701.0,3.3,701.0,12.5,701,1.0,701.0,42.056250000000006
1322,1300.5,1300.5,Universidad de San Carlos de Guatemala - USAC,Guatemala,Americas,XL,FC,LO,A,10.2,601,3.9,601,4.7,701,1.0,701,30.62604242867593,530.4498902706657,25.733759772565744,531.8550106609808,9.4,701.0,56.0,221,1.0,701.0,42.056250000000006
1323,1300.5,1401.0,Universidad de Tarapaca,Chile,Americas,M,FO,VH,A,3.5,601,1.6,601,2.4,701,9.8,701,30.62604242867593,530.4498902706657,25.733759772565744,531.8550106609808,41.7,701.0,2.1,701,1.0,701.0,42.056250000000006
1324,1300.5,1300.5,Universidad de Valparaíso (UV),Chile,Americas,L,FC,HI,A,10.9,601,4.0,601,8.5,701,2.9,701,6.3,701.0,1.8,701.0,39.7,701.0,2.2,701,4.0,701.0,42.056250000000006
1325,1300.5,1300.5,Universidad del Bío-Bío,Chile,Americas,M,FO,VH,A,8.0,601,3.0,601,3.2,701,4.0,701,8.7,701.0,1.4,701.0,30.3,701.0,2.0,701,1.0,701.0,42.056250000000006
1326,1300.5,1300.5,Universidad del Desarrollo (UDD),Chile,Americas,L,CO,HI,B,7.2,601,8.6,601,11.7,701,2.3,701,7.3,701.0,2.0,701.0,14.7,701.0,4.9,701,5.1,701.0,42.056250000000006
1327,1300.5,1300.5,Universidad del Salvador,Argentina,Americas,M,FC,MD,B,3.7,601,5.8,601,19.9,676,1.0,701,4.9,701.0,7.4,701.0,1.2,701.0,16.2,633,25.072377622377623,529.6944055944056,42.056250000000006
1328,1300.5,1300.5,Universidad del Zulia,Venezuela,Americas,M,FC,MD,A,10.1,601,5.8,601,4.1,701,2.1,701,30.62604242867593,530.4498902706657,25.733759772565744,531.8550106609808,13.4,701.0,5.6,701,1.0,701.0,42.056250000000006
